"","Row.names","log2FoldChange","padj","Factor","trans"
"215","ko:K05757",0.0570477681229412,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9506_c0_g1_i1"
"216","ko:K05758",-0.728739828457291,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN7982_c0_g1_i1"
"217","ko:K05758",-0.728739828457291,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN7982_c0_g2_i1"
"218","ko:K05759",-0.762094150632534,0.48439170483148,"Menthol_Menthol_vs_Control","TRINITY_DN9344_c0_g1_i2"
"219","ko:K05759",-0.762094150632534,0.48439170483148,"Menthol_Menthol_vs_Control","TRINITY_DN9344_c0_g1_i1"
"220","ko:K05759",-0.762094150632534,0.48439170483148,"Menthol_Menthol_vs_Control","TRINITY_DN9344_c0_g1_i3"
"221","ko:K06685",0.347881802459389,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN5049_c0_g2_i1"
"222","ko:K06685",0.347881802459389,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN5049_c0_g1_i1"
"223","ko:K06689",-0.162950161212235,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8852_c0_g1_i2"
"224","ko:K06689",-0.162950161212235,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN6341_c0_g1_i1"
"225","ko:K06689",-0.162950161212235,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN17839_c0_g1_i1"
"226","ko:K06689",-0.162950161212235,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN14990_c0_g1_i1"
"227","ko:K06689",-0.162950161212235,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8852_c0_g1_i1"
"228","ko:K06689",-0.162950161212235,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN1045_c0_g1_i1"
"229","ko:K06704",0.551872838681639,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN7265_c0_g1_i1"
"230","ko:K07151",-0.206149771200332,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8533_c0_g1_i2"
"231","ko:K07151",-0.206149771200332,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8533_c0_g1_i1"
"232","ko:K07192",-0.194586583543687,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9397_c0_g1_i2"
"233","ko:K07192",-0.194586583543687,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9397_c0_g1_i1"
"234","ko:K07205",-0.885854591045075,0.680216039400903,"Menthol_Menthol_vs_Control","TRINITY_DN9461_c0_g1_i1"
"235","ko:K07342",-0.25468091402628,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8827_c0_g1_i1"
"236","ko:K07375",0.135489748378026,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8706_c0_g1_i1"
"237","ko:K07375",0.135489748378026,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN1082_c0_g1_i1"
"238","ko:K07509",-0.0809625878760191,0.948656212646734,"Menthol_Menthol_vs_Control","TRINITY_DN9741_c0_g1_i1"
"239","ko:K07827",0.419009976963869,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9923_c0_g1_i1"
"240","ko:K07827",0.419009976963869,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN1721_c0_g1_i1"
"241","ko:K07827",0.419009976963869,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8440_c0_g2_i1"
"242","ko:K07874",0.395560550058907,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8731_c0_g2_i1"
"243","ko:K07874",0.395560550058907,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8231_c0_g1_i1"
"244","ko:K07874",0.395560550058907,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8530_c0_g1_i1"
"245","ko:K07874",0.395560550058907,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8231_c0_g1_i2"
"246","ko:K07874",0.395560550058907,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9575_c3_g1_i1"
"247","ko:K07887",0.0789914979027381,0.948656212646734,"Menthol_Menthol_vs_Control","TRINITY_DN8941_c0_g1_i1"
"248","ko:K07890",1.23523264156216,0.147212412629038,"Menthol_Menthol_vs_Control","TRINITY_DN9053_c0_g1_i1"
"249","ko:K07893",-0.399430420680884,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN7542_c0_g1_i1"
"250","ko:K07901",-0.528852205417187,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8731_c0_g1_i1"
"251","ko:K07901",-0.528852205417187,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8231_c0_g1_i2"
"252","ko:K07901",-0.528852205417187,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8530_c0_g1_i1"
"253","ko:K07901",-0.528852205417187,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8231_c0_g1_i1"
"254","ko:K07936",0.306193390216664,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8695_c0_g1_i1"
"255","ko:K07937",0.0264686470245947,0.950793158257641,"Menthol_Menthol_vs_Control","TRINITY_DN9138_c0_g1_i1"
"256","ko:K07937",0.0264686470245947,0.950793158257641,"Menthol_Menthol_vs_Control","TRINITY_DN8940_c0_g1_i2"
"257","ko:K07937",0.0264686470245947,0.950793158257641,"Menthol_Menthol_vs_Control","TRINITY_DN8940_c0_g1_i1"
"258","ko:K07937",0.0264686470245947,0.950793158257641,"Menthol_Menthol_vs_Control","TRINITY_DN8426_c0_g1_i1"
"259","ko:K07937",0.0264686470245947,0.950793158257641,"Menthol_Menthol_vs_Control","TRINITY_DN6858_c0_g2_i1"
"260","ko:K07937",0.0264686470245947,0.950793158257641,"Menthol_Menthol_vs_Control","TRINITY_DN14400_c0_g1_i1"
"261","ko:K07937",0.0264686470245947,0.950793158257641,"Menthol_Menthol_vs_Control","TRINITY_DN6858_c0_g1_i1"
"262","ko:K07937",0.0264686470245947,0.950793158257641,"Menthol_Menthol_vs_Control","TRINITY_DN14631_c0_g1_i1"
"263","ko:K07976",0.543428007852992,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN7542_c0_g1_i1"
"264","ko:K07976",0.543428007852992,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8231_c0_g1_i2"
"265","ko:K07976",0.543428007852992,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN6274_c0_g1_i2"
"266","ko:K07976",0.543428007852992,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN6274_c0_g1_i1"
"267","ko:K07976",0.543428007852992,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9575_c3_g1_i1"
"268","ko:K07976",0.543428007852992,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9451_c0_g1_i1"
"269","ko:K07976",0.543428007852992,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8016_c0_g1_i1"
"270","ko:K07976",0.543428007852992,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8231_c0_g1_i1"
"271","ko:K08056",-0.0864525588654543,0.987414359458405,"Menthol_Menthol_vs_Control","TRINITY_DN9094_c0_g1_i1"
"272","ko:K08548",0.136965077923179,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9116_c0_g1_i1"
"273","ko:K08548",0.136965077923179,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9116_c0_g1_i2"
"274","ko:K08764",1.17911137536082,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9167_c0_g1_i1"
"275","ko:K08870",-0.547264145221637,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8164_c0_g1_i1"
"276","ko:K08957",0.924675193032351,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9360_c0_g1_i1"
"277","ko:K08957",0.924675193032351,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9360_c0_g1_i2"
"278","ko:K08957",0.924675193032351,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN7897_c0_g1_i1"
"279","ko:K09022",-0.467434651014846,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9733_c0_g1_i1"
"280","ko:K09398",0.957311819274256,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN7380_c0_g1_i1"
"281","ko:K09398",0.957311819274256,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN5202_c0_g1_i1"
"282","ko:K09481",0.116969090020904,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8713_c0_g1_i1"
"283","ko:K09490",1.32207200347466,0.70367973349119,"Menthol_Menthol_vs_Control","TRINITY_DN9619_c0_g1_i1"
"284","ko:K09490",1.32207200347466,0.70367973349119,"Menthol_Menthol_vs_Control","TRINITY_DN9405_c0_g1_i2"
"285","ko:K09490",1.32207200347466,0.70367973349119,"Menthol_Menthol_vs_Control","TRINITY_DN9405_c0_g1_i1"
"286","ko:K09567",-1.28169999872307,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9399_c0_g1_i1"
"287","ko:K09567",-1.28169999872307,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9266_c1_g2_i1"
"288","ko:K09568",0.732206986801975,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN3357_c0_g1_i1"
"289","ko:K09568",0.732206986801975,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN6990_c0_g1_i1"
"290","ko:K09569",1.60856708132569,0.358843857050748,"Menthol_Menthol_vs_Control","TRINITY_DN8050_c0_g1_i1"
"291","ko:K09569",1.60856708132569,0.358843857050748,"Menthol_Menthol_vs_Control","TRINITY_DN6990_c0_g1_i1"
"292","ko:K09580",0.0605568245578169,0.948656212646734,"Menthol_Menthol_vs_Control","TRINITY_DN8528_c0_g1_i1"
"293","ko:K09584",0.200173960992849,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8974_c0_g1_i3"
"294","ko:K09584",0.200173960992849,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8974_c0_g1_i2"
"295","ko:K09584",0.200173960992849,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8974_c0_g1_i1"
"296","ko:K09595",-0.824705797262129,0.48439170483148,"Menthol_Menthol_vs_Control","TRINITY_DN9068_c0_g1_i1"
"297","ko:K10364",0.553310374400669,0.71468696182317,"Menthol_Menthol_vs_Control","TRINITY_DN9295_c0_g1_i1"
"298","ko:K10365",-0.154902283965007,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9613_c0_g1_i3"
"299","ko:K10418",0.384863257971158,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8070_c0_g1_i2"
"300","ko:K10418",0.384863257971158,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8070_c0_g1_i4"
"301","ko:K10418",0.384863257971158,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8070_c0_g1_i1"
"302","ko:K10418",0.384863257971158,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8070_c0_g1_i3"
"303","ko:K10419",0.273066783428733,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN5319_c0_g2_i1"
"304","ko:K10419",0.273066783428733,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN5319_c0_g1_i1"
"305","ko:K10420",0.0137045471869167,0.99588658467971,"Menthol_Menthol_vs_Control","TRINITY_DN8606_c0_g1_i1"
"306","ko:K10435",0.0746330005374121,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8446_c0_g1_i2"
"307","ko:K10435",0.0746330005374121,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8446_c0_g1_i1"
"308","ko:K10435",0.0746330005374121,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8901_c0_g1_i1"
"309","ko:K10573",0.903564603728766,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8301_c0_g1_i1"
"310","ko:K10575",-0.423723880616017,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN3336_c0_g1_i1"
"311","ko:K10575",-0.423723880616017,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN3336_c0_g2_i1"
"312","ko:K10575",-0.423723880616017,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN6793_c0_g1_i1"
"313","ko:K10577",-0.839989731362754,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN1426_c0_g1_i1"
"314","ko:K10580",0.0333698740323094,0.983715258986435,"Menthol_Menthol_vs_Control","TRINITY_DN8852_c0_g1_i1"
"315","ko:K10580",0.0333698740323094,0.983715258986435,"Menthol_Menthol_vs_Control","TRINITY_DN1045_c0_g1_i1"
"316","ko:K10580",0.0333698740323094,0.983715258986435,"Menthol_Menthol_vs_Control","TRINITY_DN8852_c0_g1_i2"
"317","ko:K10582",0.324324002254679,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN3143_c0_g1_i1"
"318","ko:K10583",-0.995220500739738,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN3986_c0_g1_i1"
"319","ko:K10583",-0.995220500739738,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN3986_c0_g2_i1"
"320","ko:K10688",-1.35885877143797,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN2321_c0_g1_i1"
"321","ko:K10704",0.153647873003612,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN7173_c0_g1_i2"
"322","ko:K10704",0.153647873003612,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN7173_c0_g1_i1"
"323","ko:K10949",0.057932955224936,0.976892934800774,"Menthol_Menthol_vs_Control","TRINITY_DN9335_c0_g1_i1"
"324","ko:K10956",0.873798596865171,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9419_c0_g1_i1"
"325","ko:K11087",-0.358096925819548,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN7547_c0_g1_i1"
"326","ko:K11088",0.00962520106119762,0.99841623030614,"Menthol_Menthol_vs_Control","TRINITY_DN7251_c0_g1_i1"
"327","ko:K11088",0.00962520106119762,0.99841623030614,"Menthol_Menthol_vs_Control","TRINITY_DN7251_c0_g1_i2"
"328","ko:K11099",0.685375145371026,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN6405_c0_g1_i1"
"329","ko:K11130",0.909831307266847,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN1716_c0_g1_i1"
"330","ko:K11188",-0.268713010971112,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9458_c1_g1_i1"
"331","ko:K11251",1.06816546665677,0.48439170483148,"Menthol_Menthol_vs_Control","TRINITY_DN8592_c0_g1_i1"
"332","ko:K11251",1.06816546665677,0.48439170483148,"Menthol_Menthol_vs_Control","TRINITY_DN25720_c0_g1_i1"
"333","ko:K11251",1.06816546665677,0.48439170483148,"Menthol_Menthol_vs_Control","TRINITY_DN8250_c0_g1_i1"
"334","ko:K11251",1.06816546665677,0.48439170483148,"Menthol_Menthol_vs_Control","TRINITY_DN7867_c0_g1_i1"
"335","ko:K11252",-0.0827634068575594,0.945434144679215,"Menthol_Menthol_vs_Control","TRINITY_DN9165_c0_g1_i2"
"336","ko:K11252",-0.0827634068575594,0.945434144679215,"Menthol_Menthol_vs_Control","TRINITY_DN13091_c0_g1_i1"
"337","ko:K11252",-0.0827634068575594,0.945434144679215,"Menthol_Menthol_vs_Control","TRINITY_DN9165_c0_g1_i1"
"338","ko:K11252",-0.0827634068575594,0.945434144679215,"Menthol_Menthol_vs_Control","TRINITY_DN15080_c0_g1_i1"
"339","ko:K11254",0.0309449103372955,0.993574907595452,"Menthol_Menthol_vs_Control","TRINITY_DN579_c0_g1_i1"
"340","ko:K11495",-0.76597918330896,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN28548_c0_g1_i1"
"341","ko:K11495",-0.76597918330896,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN6396_c0_g1_i1"
"342","ko:K11584",0.303787725486454,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN7235_c0_g1_i1"
"343","ko:K11884",-0.222542955592289,0.945434144679215,"Menthol_Menthol_vs_Control","TRINITY_DN19644_c0_g1_i1"
"344","ko:K11980",-0.59012036649937,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8076_c0_g1_i1"
"345","ko:K12158",-0.0902446771335554,0.950793158257641,"Menthol_Menthol_vs_Control","TRINITY_DN8268_c0_g1_i1"
"346","ko:K12158",-0.0902446771335554,0.950793158257641,"Menthol_Menthol_vs_Control","TRINITY_DN2123_c0_g1_i1"
"347","ko:K12158",-0.0902446771335554,0.950793158257641,"Menthol_Menthol_vs_Control","TRINITY_DN17244_c0_g1_i1"
"348","ko:K12158",-0.0902446771335554,0.950793158257641,"Menthol_Menthol_vs_Control","TRINITY_DN8993_c1_g1_i2"
"349","ko:K12158",-0.0902446771335554,0.950793158257641,"Menthol_Menthol_vs_Control","TRINITY_DN8993_c1_g1_i10"
"350","ko:K12158",-0.0902446771335554,0.950793158257641,"Menthol_Menthol_vs_Control","TRINITY_DN8993_c1_g1_i11"
"351","ko:K12158",-0.0902446771335554,0.950793158257641,"Menthol_Menthol_vs_Control","TRINITY_DN8993_c1_g1_i4"
"352","ko:K12158",-0.0902446771335554,0.950793158257641,"Menthol_Menthol_vs_Control","TRINITY_DN2123_c0_g2_i1"
"353","ko:K12158",-0.0902446771335554,0.950793158257641,"Menthol_Menthol_vs_Control","TRINITY_DN16207_c0_g1_i1"
"354","ko:K12158",-0.0902446771335554,0.950793158257641,"Menthol_Menthol_vs_Control","TRINITY_DN937_c0_g1_i1"
"355","ko:K12158",-0.0902446771335554,0.950793158257641,"Menthol_Menthol_vs_Control","TRINITY_DN8993_c1_g1_i5"
"356","ko:K12194",-0.125615082260288,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8618_c0_g1_i1"
"357","ko:K12197",-0.0750718742086727,0.950793158257641,"Menthol_Menthol_vs_Control","TRINITY_DN8810_c0_g1_i1"
"358","ko:K12197",-0.0750718742086727,0.950793158257641,"Menthol_Menthol_vs_Control","TRINITY_DN7851_c0_g1_i1"
"359","ko:K12198",-1.49915045653107,0.70367973349119,"Menthol_Menthol_vs_Control","TRINITY_DN7922_c0_g1_i1"
"360","ko:K12393",0.538117037000714,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8936_c0_g1_i1"
"361","ko:K12621",0.540373633542125,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN1109_c0_g1_i1"
"362","ko:K12622",-0.734382629811155,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN24479_c0_g1_i1"
"363","ko:K12623",0.147565988651269,0.950793158257641,"Menthol_Menthol_vs_Control","TRINITY_DN20720_c0_g1_i1"
"364","ko:K12757",-0.0902643252279456,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9024_c0_g1_i1"
"365","ko:K12757",-0.0902643252279456,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9114_c0_g1_i3"
"366","ko:K12757",-0.0902643252279456,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9114_c0_g1_i2"
"367","ko:K12757",-0.0902643252279456,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN6480_c0_g1_i1"
"368","ko:K12757",-0.0902643252279456,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9114_c0_g1_i1"
"369","ko:K12828",-0.0392049091858169,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8874_c0_g1_i1"
"370","ko:K12832",-0.126607865158509,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8051_c0_g1_i1"
"371","ko:K12833",-1.050534489507,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN5945_c0_g2_i1"
"372","ko:K12833",-1.050534489507,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN5945_c0_g3_i1"
"373","ko:K12833",-1.050534489507,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN5945_c0_g1_i1"
"374","ko:K12859",-0.0610732025134152,0.976892934800774,"Menthol_Menthol_vs_Control","TRINITY_DN15336_c0_g1_i1"
"375","ko:K12859",-0.0610732025134152,0.976892934800774,"Menthol_Menthol_vs_Control","TRINITY_DN4609_c0_g1_i1"
"376","ko:K12859",-0.0610732025134152,0.976892934800774,"Menthol_Menthol_vs_Control","TRINITY_DN4609_c0_g2_i1"
"377","ko:K12877",-0.370129947829809,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8980_c0_g1_i2"
"378","ko:K12877",-0.370129947829809,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8980_c0_g1_i1"
"379","ko:K12947",-0.654232320820995,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN5762_c0_g1_i1"
"380","ko:K12947",-0.654232320820995,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN5762_c0_g2_i1"
"381","ko:K13025",-0.153908879502726,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9429_c0_g1_i1"
"382","ko:K13025",-0.153908879502726,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN7983_c0_g1_i1"
"383","ko:K13126",0.271412401102284,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9515_c0_g1_i1"
"384","ko:K13176",-0.771234820140745,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN4236_c0_g1_i1"
"385","ko:K13176",-0.771234820140745,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN4236_c0_g2_i1"
"386","ko:K13251",0.165698097017526,0.950793158257641,"Menthol_Menthol_vs_Control","TRINITY_DN7508_c0_g1_i1"
"387","ko:K13758",0.802145869026141,0.908181773245705,"Menthol_Menthol_vs_Control","TRINITY_DN8759_c0_g1_i1"
"388","ko:K13785",-2.67340168130828,1.53719285037661e-05,"Menthol_Menthol_vs_Control","TRINITY_DN8846_c0_g1_i1"
"389","ko:K13785",-2.67340168130828,1.53719285037661e-05,"Menthol_Menthol_vs_Control","TRINITY_DN6662_c0_g1_i1"
"390","ko:K14397",-0.232929549617513,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN7154_c0_g1_i1"
"391","ko:K14753",-0.133937542400411,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9544_c0_g1_i1"
"392","ko:K14803",-0.749626272876851,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN24681_c0_g1_i1"
"393","ko:K14965",-6.17706969662182,2.67470772863859e-10,"Menthol_Menthol_vs_Control","TRINITY_DN8173_c0_g1_i1"
"394","ko:K15025",0.052398372887623,0.987414359458405,"Menthol_Menthol_vs_Control","TRINITY_DN6997_c0_g1_i1"
"395","ko:K15103",0.204423016019029,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8597_c0_g1_i1"
"396","ko:K15103",0.204423016019029,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8597_c0_g1_i2"
"397","ko:K15620",-1.12273990974169,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN6629_c0_g2_i1"
"398","ko:K15620",-1.12273990974169,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN6629_c0_g1_i1"
"399","ko:K16186",1.6275293709434,0.146195138665075,"Menthol_Menthol_vs_Control","TRINITY_DN8431_c0_g1_i2"
"400","ko:K16186",1.6275293709434,0.146195138665075,"Menthol_Menthol_vs_Control","TRINITY_DN8431_c0_g1_i1"
"401","ko:K16197",-1.30023421550321,0.19397356327839,"Menthol_Menthol_vs_Control","TRINITY_DN9134_c0_g1_i2"
"402","ko:K16197",-1.30023421550321,0.19397356327839,"Menthol_Menthol_vs_Control","TRINITY_DN9134_c0_g2_i2"
"403","ko:K16197",-1.30023421550321,0.19397356327839,"Menthol_Menthol_vs_Control","TRINITY_DN9134_c0_g1_i3"
"404","ko:K16197",-1.30023421550321,0.19397356327839,"Menthol_Menthol_vs_Control","TRINITY_DN9093_c0_g1_i1"
"405","ko:K16197",-1.30023421550321,0.19397356327839,"Menthol_Menthol_vs_Control","TRINITY_DN9134_c0_g2_i1"
"406","ko:K16197",-1.30023421550321,0.19397356327839,"Menthol_Menthol_vs_Control","TRINITY_DN8511_c0_g1_i1"
"407","ko:K16197",-1.30023421550321,0.19397356327839,"Menthol_Menthol_vs_Control","TRINITY_DN7767_c0_g1_i1"
"408","ko:K16344",-1.25404287244794,0.526110731479949,"Menthol_Menthol_vs_Control","TRINITY_DN8217_c0_g2_i2"
"409","ko:K16344",-1.25404287244794,0.526110731479949,"Menthol_Menthol_vs_Control","TRINITY_DN8217_c0_g2_i1"
"410","ko:K16575",-0.00891006493953704,0.99841623030614,"Menthol_Menthol_vs_Control","TRINITY_DN2882_c0_g1_i1"
"411","ko:K16794",-0.219719903486426,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN7213_c0_g1_i1"
"412","ko:K17080",-0.29838042716709,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8700_c0_g1_i2"
"413","ko:K17080",-0.29838042716709,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9301_c0_g1_i2"
"414","ko:K17080",-0.29838042716709,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8700_c0_g1_i1"
"415","ko:K17081",-0.43036945693771,0.908181773245705,"Menthol_Menthol_vs_Control","TRINITY_DN9301_c0_g1_i2"
"416","ko:K17081",-0.43036945693771,0.908181773245705,"Menthol_Menthol_vs_Control","TRINITY_DN9301_c0_g1_i1"
"417","ko:K17093",0.981663632673486,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN6166_c0_g1_i1"
"418","ko:K17254",0.847708076316543,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9424_c0_g1_i1"
"419","ko:K17266",-0.98310489031156,0.48439170483148,"Menthol_Menthol_vs_Control","TRINITY_DN7886_c0_g1_i1"
"420","ko:K17268",0.33839568513865,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8629_c0_g1_i1"
"421","ko:K17497",-0.364290270354158,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN5679_c0_g1_i1"
"422","ko:K17780",-0.775825743515289,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN7414_c0_g1_i1"
"423","ko:K17795",0.831280355935611,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN7538_c0_g1_i1"
"424","ko:K17918",-0.0916641983768721,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN7979_c0_g1_i1"
"425","ko:K17920",1.11877552404277,1.14421238174851e-06,"Menthol_Menthol_vs_Control","TRINITY_DN9347_c0_g1_i1"
"426","ko:K18269",-0.4837878815662,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8262_c0_g1_i1"
"427","ko:K18466",-0.349405911444286,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9051_c0_g1_i1"
"428","ko:K18617",0.579251045671254,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN9299_c0_g1_i1"
"429","ko:K19682",0.421260382852116,0.945222884667638,"Menthol_Menthol_vs_Control","TRINITY_DN8255_c0_g1_i1"
